"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles"
"131","Full Metal Jacket","Full Metal Jacket","Stanley Kubrick Productions","R","1987","9.3","A pragmatic U.S. Marine observes the
dehumanizing effects the U.S.-Vietnam
War has on his fellow recruits from
their brutal boot camp training to the
bloody street fighting in Hue.","Drama - War","N/A","N/A","Vietnam can kill me, but it can’t make
me care.","1987-06-26","Michael Herr - Stanley Kubrick","US","1:56:30","Stanley Kubrick","Matthew Modine - Adam Baldwin - Vincent
D'Onofrio"
"132","Furious 7","Furious 7","Universal Pictures","PG-13","2015","8.0","Deckard Shaw seeks revenge against
Dominic Toretto and his family for his
comatose brother.","Crime - Action","N/A","N/A","Vengeance Hits Home","2015-04-01","Chris Morgan","JP","2:19:54","James Wan","Vin Diesel - Paul Walker - Dwayne
Johnson"
"133","Galaxy Quest","Galaxy Quest","DreamWorks SKG","PG","1999","9.0","The stars of a 1970s sci-fi show - now
scraping a living through re-runs and
sci-fi conventions - are beamed aboard
an alien spacecraft. Believing the
cast's heroic on-screen dramas are
historical documents of real-life
adventures, the band of aliens turn to
the ailing celebrities for help in their
quest to overcome the oppressive regime
in their solar system.","Sci-Fi - Comedy","N/A","N/A","A comedy of Galactic Proportions.","1999-12-23","David Howard - Robert Gordon","USA","1:42:08","Dean Parisot","Tim Allen - Sigourney Weaver - Alan
Rickman"
"134","Gangs of New York","Gangs of New York","Miramax Films","R","2002","7.5","It's 1863. America was born in the
streets. Amsterdam Vallon returns to the
Five Points of America to seek vengeance
against the psychotic gangland kingpin,
Bill the Butcher, who murdered his
father years earlier. With an eager
pickpocket by his side and a whole new
army, Vallon fights his way to seek
vengeance on the Butcher and restore
peace in the area.","Crime - Drama","N/A","N/A","America was born in the streets.","2002-12-14","Jay Cocks - Steven Zaillian","US","2:46:35","Martin Scorsese","Leonardo DiCaprio - Daniel Day-Lewis -
Cameron Diaz"
"135","Gattaca","Gattaca","Columbia Pictures","PG-13","1997","8.2","Science fiction drama about a future
society in the era of indefinite
eugenics where humans are set on a life
course depending on their DNA. The young
Vincent Freeman is born with a condition
that would prevent him from space
travel, yet he is determined to
infiltrate the GATTACA space program.","Sci-Fi - Drama","N/A","N/A","There is no gene for the human spirit.","1997-09-07","Andrew Niccol","US","1:46:27","Andrew Niccol","Ethan Hawke - Jude Law - Gore Vidal"
"3854","Geostorm","Geostorm","Jerry Bruckheimer Films","PG-13","2017","1.3","When catastrophic climate change
endangers Earth’s very survival, world
governments unite and create Project
Dutch Boy: a global net of satellites
surrounding the planet that are armed
with geo-engineering technologies
designed to stave off the natural
disasters. After successfully protecting
the planet for two years, something is
starting to go wrong. Two estranged
brothers are tasked with solving the
program’s malfunction before a worldwide
geostorm can engulf the planet.","Sci-Fi - Action","N/A","2018-01-07","Some things were never meant to be
controlled.","2017-10-13","Dean Devlin - Paul Guyot","US","1:49:07","Dean Devlin","Gerard Butler - Alexandra Maria Lara -
Jim Sturgess"
"136","Get Out","Get Out","Blumhouse Productions","R","2017","9.9","Chris and his girlfriend Rose go upstate
to visit her parents for the weekend. At
first, Chris reads the family's overly
accommodating behavior as nervous
attempts to deal with their daughter's
interracial relationship, but as the
weekend progresses, a series of
increasingly disturbing discoveries lead
him to a truth that he never could have
imagined.","Mystery - Thriller","N/A","N/A","Just because you're invited, doesn't
mean you're welcome.","2017-02-24","Jordan Peele","JP","1:44:05","Jordan Peele","Daniel Kaluuya - Allison Williams -
Bradley Whitford"
"137","Ghost in the Shell","Ghost in the Shell","Paramount Pictures","PG-13","2017","4.5","In the near future, Major is the first
of her kind: a human saved from a
terrible crash, then cyber-enhanced to
be a perfect soldier devoted to stopping
the world's most dangerous criminals.","Crime - Drama","N/A","N/A","There's nothing sadder than a puppet
without a ghost.","2017-03-29","William Wheeler - Jamie Moss","GB","1:46:56","Rupert Sanders","Scarlett Johansson - Michael Pitt -
Pilou Asbæk"
"138","The Girl Next Door","Girl Next Door","Regency Enterprises","R","2004","5.6","Exceptionally ambitious high schooler
Matthew has aspirations for a career in
politics when he falls in love with his
gorgeous 19-year-old neighbor, Danielle.
But Matthew's bright future is
jeopardized when he finds Danielle was
once a porn star. As Danielle's past
catches up with her, Matthew's love for
her forces him to re-evaluate his goals.","Romance - Comedy","N/A","N/A","Matt never saw her coming... but all his
friends had!","2004-04-09","David Wagner - Brent Goldberg","US","1:49:28","Luke Greenfield","Emile Hirsch - Elisha Cuthbert - Timothy
Olyphant"
"139","Gladiator","Gladiator","DreamWorks SKG","TV-14","2000","7.6","In the year 180, the death of emperor
Marcus Aurelius throws the Roman Empire
into chaos.  Maximus is one of the Roman
army's most capable and trusted generals
and a key advisor to the emperor.  As
Marcus' devious son Commodus ascends to
the throne, Maximus is set to be
executed.  He escapes, but is captured
by slave traders.  Renamed Spaniard and
forced to become a gladiator, Maximus
must battle to the death with other men
for the amusement of paying audiences.","Drama - Action","N/A","N/A","A Hero Will Rise.","2000-05-01","David Franzoni - John Logan","US","2:50:58","Ridley Scott","Russell Crowe - Joaquin Phoenix - Connie
Nielsen"
"141","The Godfather","Godfather","Paramount Pictures","R","1972","9.9","Spanning the years 1945 to 1955, a
chronicle of the fictional Italian-
American Corleone crime family. When
organized crime family patriarch, Vito
Corleone barely survives an attempt on
his life, his youngest son, Michael
steps in to take care of the would-be
killers, launching a campaign of bloody
revenge.","Crime - Drama","N/A","N/A","An offer you can't refuse.","1972-03-14","Mario Puzo - Francis Ford Coppola","US","2:57:09","Francis Ford Coppola","Marlon Brando - Al Pacino - James Caan"
"140","The Godfather: Part II","Godfather: Part II","Paramount Pictures","R","1974","9.7","In the continuing saga of the Corleone
crime family, a young Vito Corleone
grows up in Sicily and in 1910s New
York. In the 1950s, Michael Corleone
attempts to expand the family business
into Las Vegas, Hollywood and Cuba.","Crime - Drama","N/A","N/A","I don't feel I have to wipe everybody
out, Tom. Just my enemies.","1974-12-20","Francis Ford Coppola - Mario Puzo","US","3:22:06","Francis Ford Coppola","Al Pacino - Robert Duvall - Diane Keaton"
"142","Gold","Gold","Living Films","R","2016","4.3","Kenny Wells, a modern-day prospector,
hustler, and dreamer, is desperate for a
lucky break. Left with few options,
Wells teams up with an equally luckless
geologist to execute a grandiose, last-
ditch effort: to find gold deep in the
uncharted jungle of Indonesia.","Drama - Thriller","N/A","N/A","Prove 'em all wrong","2016-12-22","Patrick Massett - John Zinman","US","2:00:20","Stephen Gaghan","Matthew McConaughey - Bryce Dallas
Howard - Edgar Ramírez"
"143","GoldenEye","GoldenEye","United Artists","PG-13","1995","7.8","James Bond must unmask the mysterious
head of the Janus Syndicate and prevent
the leader from utilizing the GoldenEye
weapons system to inflict devastating
revenge on Britain.","Action - Thriller","N/A","N/A","No limits. No fears. No substitutes.","1995-11-16","Jeffrey Caine - Bruce Feirstein","US","2:10:00","Martin Campbell","Pierce Brosnan - Sean Bean - Izabella
Scorupco"
"144","Goldfinger","Goldfinger","United Artists","PG","1964","9.6","Special agent 007 (Sean Connery) comes
face to face with one of the most
notorious villains of all time, and now
he must outwit and outgun the powerful
tycoon to prevent him from cashing in on
a devious scheme to raid Fort Knox --
and obliterate the world's economy.","Action - Thriller","N/A","N/A","Everything he touches turns into
excitement!","1964-09-17","Richard Maibaum - Paul Dehn","GB","1:50:01","Guy Hamilton","Sean Connery - Honor Blackman - Gert
Fröbe"
"145","The Good, the Bad and the Ugly","Good, the Bad and the Ugly","United Artists","M","1966","9.7","While the Civil War rages between the
Union and the Confederacy, three men – a
quiet loner, a ruthless hit man and a
Mexican bandit – comb the American
Southwest in search of a strongbox
containing $200,000 in stolen gold.","Western","N/A","N/A","For three men the Civil War wasn't hell.
It was practice.","1966-12-23","Luciano Vincenzoni - Sergio Leone","ES","2:58:41","Sergio Leone","Clint Eastwood - Eli Wallach - Lee Van
Cleef"
"146","GoodFellas","GoodFellas","Winkler Films","R","1990","9.5","The true story of Henry Hill, a half-
Irish, half-Sicilian Brooklyn kid who is
adopted by neighbourhood gangsters at an
early age and climbs the ranks of a
Mafia family under the guidance of Jimmy
Conway.","Biography - Crime","N/A","N/A","Three Decades of Life in the Mafia.","1990-09-12","Nicholas Pileggi - Martin Scorsese","US","2:25:20","Martin Scorsese","Robert De Niro - Ray Liotta - Joe Pesci"
"147","Goon: Last of the Enforcers","Goon: Last of the Enforcers","Caramel Film","R","2017","5.9","During a pro lockout, Doug ""The Thug""
Glatt is injured and must choose whether
to defend his team against a dangerous
new enemy, or be there for his wife as
she prepares to give birth to his
daughter.","Sport - Comedy","N/A","N/A","Glatt's Back!","2017-03-17","Jay Baruchel - Jesse Chabot","CA","1:41:14","Jay Baruchel","Seann William Scott - Alison Pill -
Marc-André Grondin"
"148","The Great Wall","Great Wall","Universal Pictures","PG-13","2016","3.5","European mercenaries searching for black
powder become embroiled in the defense
of the Great Wall of China against a
horde of monstrous creatures.","Adventure - Action","N/A","N/A","1700 years to build. 5500 miles long.
What were they trying to keep out?","2016-12-16","Doug Miro - Tony Gilroy","US","1:43:03","Zhang Yimou","Matt Damon - Jing Tian - Willem Dafoe"
"149","Guardians of the Galaxy","Guardians of the Galaxy","Marvel Studios","PG-13","2014","9.1","Light years from Earth, 26 years after
being abducted, Peter Quill finds
himself the prime target of a manhunt
after discovering an orb wanted by Ronan
the Accuser.","Sci-Fi - Action","N/A","N/A","All heroes start somewhere.","2014-07-30","Nicole Perlman - James Gunn","US","2:00:51","James Gunn","Chris Pratt - Zoe Saldana - Dave
Bautista"
"152","Guardians of the Galaxy Vol. 2","Guardians of the Galaxy Vol. 2","Walt Disney Pictures","PG-13","2017","7.8","The Guardians must fight to keep their
newfound family together as they unravel
the mysteries of Peter Quill's true
parentage.","Sci-Fi - Action","N/A","N/A","Obviously.","2017-04-19","James Gunn","NZ","2:15:46","James Gunn","Chris Pratt - Zoe Saldana - Dave
Bautista"
"153","The Guyver","Guyver","N/A","PG-13","1991","4.9","FBI agent Max Reed witnesses Dr. Tetsu
Segawa - a researcher for the mysterious
Chronos Corporation - being murdered.
Dr. Segawa had stolen an alien device
known as ""The Guyver"" from Chronos.
College student Sean Barker, whose
girlfriend's father was Dr. Segawa,
finds the Guyver's hiding spot while
watching the forensic team investigating
the crime scene.","Sci-Fi - Comedy","N/A","N/A","Lost for centuries...only one man can
activate it!","1991-01-01","Jon Purdy","JP","1:32:26","Steve Wang - Screaming Mad George","Jack Armstrong - Mark Hamill - Greg
Joung Paik"
"154","Hackers","Hackers","United Artists","PG-13","1995","3.2","Along with his new friends, a teenager
who was arrested by the US Secret
Service and banned from using a computer
for writing a computer virus discovers a
plot by a nefarious hacker, but they
must use their computer skills to find
the evidence while being pursued by the
Secret Service and the evil computer
genius behind the virus.","Crime - Drama","N/A","N/A","There is no right or wrong, only fun and
boring","1995-09-14","Rafael Moreu","USA","1:45:23","Iain Softley","Jonny Lee Miller - Angelina Jolie -
Jesse Bradford"
"155","Hacksaw Ridge","Hacksaw Ridge","Icon Productions","R","2016","8.6","WWII American Army Medic Desmond T.
Doss, who served during the Battle of
Okinawa, refuses to kill people and
becomes the first Conscientious Objector
in American history to receive the
Congressional Medal of Honor.","Biography - History","N/A","N/A","One of the greatest heroes in American
history never fired a bullet.","2016-10-07","Robert Schenkkan - Andrew Knight","US","2:19:19","Mel Gibson","Andrew Garfield - Sam Worthington -
Vince Vaughn"
